x, y
0.0046877764019104895, 0.29880906890841935
0.16822925880063683, 0.29170533326054915
0.3293826286927295, 0.31359881361791947
0.4948699805413055, 0.19073912331459142
0.6607111268353086, 0.25979675018650944
0.8223067397841853, 0.13984842695198066
0.9855828763488412, 0.14462306894481142
1.1220590836723863, 0.27808013537856874
1.2251017159030602, 0.4015220990956566
1.3328321245356447, 0.23673872300161947
1.4715195471431097, 0.25374110668340705
1.6023350433398196, 0.4795467365394763
1.7245710242349195, 0.029565842385865314
1.7976295772156377, 0.2680650326618993
1.8695382982487174, 0.5126198664410357
1.922342119228728, 0.096177920919992
1.9384397664956659, -0.30267936750550434
2.002741906952061, -0.9507496770202158
2.0491774279143815, -0.5842667903997671
2.0666018043516714, -0.16281729352038868
2.12250132672917, 0.2992748876394272
2.1635414823987262, -0.3897874702039777
2.2401379798337167, -0.9288561966628456
2.294710773040863, -0.1700374838510108
2.3275252078542366, 0.48606819877358665
2.369361401026004, 1.1827001109958695
2.4444542720679285, 0.22322997980239098
2.5006191402794977, -0.4756145713921794
2.5372368653812134, -0.9318840184143967
2.6017159030603216, -0.23816347326091308
2.628958075358217, 0.2896091489710137
2.679992924111091, 0.7827947304256055
2.7664956660180433, -0.06418017722947032
2.798602511940562, -0.7907409429190094
2.8734300371484167, -1.6408601270083885
2.925349372014859, -1.1404543552231745
2.9755881832655224, -0.703982204268792
3.0381213514947816, -0.526738177120294
3.2251017159030604, -0.4985561438943174
3.283212453564479, 0.519257783357898
3.3856359455156553, -0.4904043161016795
3.454448965151247, -1.3646296195207162
3.588979303024942, -0.7774651090852849
3.622589775340527, -0.6454054988445512
3.622589775340527, -0.6454054988445512
3.883159384397665, -0.6461042269410631
3.971961790199894, -0.8603808432046873
