1.419215533004843905e+02,4.336665675711694234e+01,-1.453953964301035956e-03,1.419362624923786882e+02,4.332617751497115677e+01,-2.507871325056839851e+00,1.419504089820080992e+02,4.335670624727575273e+01,-4.910092827936750837e+00,4.031800755916665341e-02,5.683704709656000631e+01,7.000000000000000000e+01
1.419504089820080992e+02,4.335670624727575273e+01,-4.910092827936750837e+00,1.419397579660391102e+02,4.338013690179529647e+01,-3.097921956423305812e+00,1.419215533004843905e+02,4.336665675711694234e+01,-1.453953964301035956e-03,5.573869129817133998e-03,5.684252613476066074e+01,7.000000000000000000e+01
1.419215533004843905e+02,4.340536550861619247e+01,0.000000000000000000e+00,1.419397579660391102e+02,4.338013690179529647e+01,-3.097921956423305812e+00,1.419411606738968032e+02,4.340536381584613679e+01,-3.333727554209871879e+00,3.591538189565234018e-02,5.683017560798044343e+01,7.000000000000000000e+01
1.419215533004843905e+02,4.336665675711694234e+01,-1.453953964301035956e-03,1.419397579660391102e+02,4.338013690179529647e+01,-3.097921956423305812e+00,1.419215533004843905e+02,4.340536550861619247e+01,0.000000000000000000e+00,1.265054441233214033e-02,5.684492625360203277e+01,7.000000000000000000e+01
1.419607885851517892e+02,4.340535876628256773e+01,-6.667061094189193682e+00,1.419699282805680980e+02,4.337258733258438781e+01,-8.223733736560461693e+00,1.419804370619177121e+02,4.340535034937298065e+01,-1.000000000000000000e+01,6.515873832929003351e-02,5.676898991218965307e+01,7.000000000000000000e+01
1.419504089820080992e+02,4.335670624727575273e+01,-4.910092827936750837e+00,1.419362624923786882e+02,4.332617751497115677e+01,-2.507871325056839851e+00,1.419581546977925939e+02,4.332456842302195810e+01,-6.240180043891086825e+00,1.017148360700573656e-01,5.689788971093029346e+01,7.000000000000000000e+01
1.419411606738968032e+02,4.340536381584613679e+01,-3.333727554209871879e+00,1.419555683184811130e+02,4.338271400506098274e+01,-5.784254844499628234e+00,1.419607885851517892e+02,4.340535876628256773e+01,-6.667061094189193682e+00,5.559576301477506949e-02,5.679959847705796960e+01,7.000000000000000000e+01
1.419699282805680980e+02,4.337258733258438781e+01,-8.223733736560461693e+00,1.419924567332151071e+02,4.334392116358313984e+01,-1.090081151334197962e+01,1.420026051074495967e+02,4.337244254467953652e+01,-1.165410684849302925e+01,5.943672934059861745e+00,4.350985695813174203e+01,7.000000000000000000e+01
1.419607885851517892e+02,4.340535876628256773e+01,-6.667061094189193682e+00,1.419555683184811130e+02,4.338271400506098274e+01,-5.784254844499628234e+00,1.419699282805680980e+02,4.337258733258438781e+01,-8.223733736560461693e+00,5.147950684756166795e-02,5.679138168695323685e+01,7.000000000000000000e+01
1.419699282805680980e+02,4.337258733258438781e+01,-8.223733736560461693e+00,1.419699525273385916e+02,4.334367959306992901e+01,-8.231272645163699053e+00,1.419924567332151071e+02,4.334392116358313984e+01,-1.090081151334197962e+01,7.790389141704474885e-02,4.686788626878748687e+01,7.000000000000000000e+01
1.419397579660391102e+02,4.338013690179529647e+01,-3.097921956423305812e+00,1.419555683184811130e+02,4.338271400506098274e+01,-5.784254844499628234e+00,1.419411606738968032e+02,4.340536381584613679e+01,-3.333727554209871879e+00,3.409979458310332529e-02,5.681505341014854338e+01,7.000000000000000000e+01
1.419504089820080992e+02,4.335670624727575273e+01,-4.910092827936750837e+00,1.419699525273385916e+02,4.334367959306992901e+01,-8.231272645163699053e+00,1.419699282805680980e+02,4.337258733258438781e+01,-8.223733736560461693e+00,3.991133379240172085e-02,5.680460117501986872e+01,7.000000000000000000e+01
1.419699282805680980e+02,4.337258733258438781e+01,-8.223733736560461693e+00,1.419555683184811130e+02,4.338271400506098274e+01,-5.784254844499628234e+00,1.419504089820080992e+02,4.335670624727575273e+01,-4.910092827936750837e+00,2.627843323580971585e-02,5.679951325358951664e+01,7.000000000000000000e+01
1.419504089820080992e+02,4.335670624727575273e+01,-4.910092827936750837e+00,1.419555683184811130e+02,4.338271400506098274e+01,-5.784254844499628234e+00,1.419397579660391102e+02,4.338013690179529647e+01,-3.097921956423305812e+00,3.295216961498217273e-02,5.681496740472275064e+01,7.000000000000000000e+01
